No,District,Name,Tel,Address
228,泰山區,新北市立泰山幼兒園明志分班,(02)29062927,[243]新北市泰山區明志里19鄰明志路二段426號3樓
229,泰山區,新北市立泰山幼兒園貴和分班,(02)29025378,[243]新北市泰山區貴和里31鄰明志路三段365號2樓
230,泰山區,新北市泰山區明志國民小學附設幼兒園,(02)29062588,[243]新北市泰山區泰友里14鄰新生路2號
231,林口區,新北市林口區林口國民小學附設幼兒園,(02)26011010#875,[244]新北市林口區菁湖里4鄰林口路76號
232,林口區,新北市立林口幼兒園湖北分班,(02)26019385,[244]新北市林口區湖北里10鄰後湖17-6號1樓
233,林口區,新北市林口區頭湖國民小學附設幼兒園,(02)26080766#860,[244]新北市林口區湖南里10鄰民權路101號
234,林口區,新北市林口區南勢國民小學附設幼兒園,(02)26091020#711,[244]新北市林口區南勢里1鄰南勢五街2號
235,林口區,新北市立林口幼兒園,(02)26032720,[244]新北市林口區東勢里42鄰文化一路1段142號、142之1號、142之2號、142之3號、142之5號、142之6號
236,林口區,新北市林口區興福國民小學附設幼兒園,(02)26062895#300,[244]新北市林口區下福里20鄰10之1號
237,林口區,新北市林口區嘉寶國民小學附設幼兒園,(02)26052716#860,[244]新北市林口區嘉寶里1鄰嘉寶里22號
238,林口區,新北市林口區瑞平國民小學附設幼兒園,(02)26051170,[244]新北市林口區太平里8鄰後坑34之1號
239,林口區,新北市林口區麗林國民小學附設幼兒園,(02)26091520,[244]新北市林口區麗林里29鄰公園路46號
240,林口區,新北市林口區麗園國民小學附設幼兒園,(02)26091061#772,[244]新北市林口區麗園里17鄰忠孝路591號
241,林口區,新北市立崇林國民中學附設幼兒園,(02)26095829#263,[244]新北市林口區麗園里18鄰文化一路一段20號
242,林口區,新北市立林口幼兒園忠孝分班,(02)26009689,[244]新北市林口區麗園里17鄰忠孝路569巷17號1樓
243,深坑區,新北市深坑區深坑國民小學附設幼兒園,(02)26624675#272,[222]新北市深坑區深坑里30鄰文化街45號
244,深坑區,新北市立深坑國民中學附設幼兒園,(02)26621455#38,[222]新北市深坑區深坑里18鄰文化街41號
245,深坑區,新北市立深坑幼兒園,(02)26648030#234,[222]新北市深坑區深坑里30鄰平埔街5巷1號
246,深坑區,新北市立深坑幼兒園土庫分班,(02)26641773,[222]新北市深坑區土庫里17鄰北深路1段83巷8弄36號1樓
247,石碇區,新北市石碇區石碇國民小學附設幼兒園,(02)26631244#21,[223]新北市石碇區石碇里6鄰石碇西街15號
248,石碇區,新北市石碇區永定國民小學附設幼兒園,(02)26631288#24,[223]新北市石碇區永定里8鄰靜安路1段245號1樓
249,石碇區,新北市石碇區和平國民小學附設幼兒園,(02)26631990,[223]新北市石碇區豐林里2鄰楓子林32之1號
250,坪林區,新北市坪林區坪林國民小學附設幼兒園,(02)26656213#38,[232]新北市坪林區坪林里1鄰坪林街114號
251,坪林區,新北市立坪林幼兒園,(02)26657104,[232]新北市坪林區坪林里1鄰國中路2號
252,三芝區,新北市三芝區三芝國民小學附設幼兒園,(02)26362005#160,[252]新北市三芝區埔頭里28鄰育英街22號
253,三芝區,新北市立三芝幼兒園福成分班,(02)26361351,[252]新北市三芝區埔頭里27鄰中山路一段14號
254,三芝區,新北市立三芝幼兒園,(02)26360371,[252]新北市三芝區埔坪里13鄰民生街31號2樓
255,三芝區,新北市三芝區興華國民小學附設幼兒園,(02)26371366#207,[252]新北市三芝區興華里1鄰5號
256,石門區,新北市石門區老梅國民小學附設幼兒園,(02)26381258#15,[253]新北市石門區老梅里6鄰老梅路10號
257,石門區,新北市石門區石門國民小學附設幼兒園,(02)26381263#17,[253]新北市石門區尖鹿里1鄰中央路9號
258,石門區,新北市石門區乾華國民小學附設幼兒園,(02)26381503,[253]新北市石門區草里里4鄰阿里荖33-1號1樓、2樓
259,八里區,新北市立八里幼兒園龍源分班,(02)86303477#500,[249]新北市八里區龍源里15鄰龍米路一段223號2樓
260,八里區,新北市八里區大崁國民小學附設幼兒園,(02)86305678#190,[249]新北市八里區大崁里13鄰忠八街2號
261,八里區,新北市立八里幼兒園大埤頂分班,(02)86303477#300,[249]新北市八里區大崁里3鄰中山路1段95號1樓
262,八里區,新北市八里區八里國民小學附設幼兒園,(02)26102217#3103,[249]新北市八里區舊城里7鄰中山路2段338號
263,八里區,新北市立八里幼兒園,(02)86303477#131,[249]新北市八里區舊城里18鄰舊城路19號2F
264,平溪區,新北市平溪區菁桐國民小學附設幼兒園,(02)24951009#16,[226]新北市平溪區菁桐里2鄰菁桐街45號
265,平溪區,新北市平溪區平溪國民小學附設幼兒園,(02)24951038#208,[226]新北市平溪區平溪里4鄰平溪街56號
266,平溪區,新北市平溪區十分國民小學附設幼兒園,(02)24958305#30,[226]新北市平溪區十分里6鄰十分街157號
267,雙溪區,新北市雙溪區雙溪國民小學附設幼兒園,(02)24931005#50,[227]新北市雙溪區共和里2鄰東榮街54號
268,雙溪區,新北市雙溪區牡丹國民小學附設幼兒園,(02)24931240#214,[227]新北市雙溪區三貂里11鄰政光路3號
269,雙溪區,新北市雙溪區上林國民小學附設幼兒園,(02)24931671#24,[227]新北市雙溪區上林里11鄰內平林60號1樓
270,貢寮區,新北市貢寮區貢寮國民小學附設幼兒園,(02)24941274#51,[228]新北市貢寮區雙玉里10鄰學苑街7號
271,貢寮區,新北市貢寮區貢寮國民小學附設幼兒園龍門分班,(02)24942113,[228]新北市貢寮區龍門里1鄰龍門街60號之1
272,貢寮區,新北市貢寮區福隆國民小學附設幼兒園,(02)24992150,[228]新北市貢寮區福隆里5鄰東興街35號
273,貢寮區,新北市貢寮區澳底國民小學附設幼兒園,(02)24902793,[228]新北市貢寮區真理里4鄰延平街10號
274,貢寮區,新北市貢寮區和美國民小學附設幼兒園,(02)24909035#19,[228]新北市貢寮區和美里15鄰龍洞街1之9號
275,金山區,新北市立金山幼兒園,(02)24989056#26,[208]新北市金山區美田里2鄰中山路236號
276,金山區,新北市立金山幼兒園中正中華分班,(02)24989056#26,[208]新北市金山區美田里25鄰中正路134號1、2樓
277,金山區,新北市金山區金山國民小學附設幼兒園,(02)24981125#234,[208]新北市金山區美田里2鄰中山路234號
278,金山區,新北市金山區三和國民小學附設幼兒園,(02)24080417#15,[208]新北市金山區重和里11鄰六股林口38號
279,金山區,新北市金山區中角國民小學附設幼兒園,(02)24986498,[208]新北市金山區萬壽里2鄰海興路49號
280,金山區,新北市金山區金美國民小學附設幼兒園,(02)24986503#704,[208]新北市金山區金美里16鄰忠孝一路111號
281,萬里區,新北市立萬里幼兒園,(02)24921670,[207]新北市萬里區萬里里5鄰瑪鋉路221號2樓
282,萬里區,新北市萬里區萬里國民小學附設幼兒園,(02)24922034#60,[207]新北市萬里區萬里里6鄰瑪鋉路18號
283,萬里區,新北市萬里區野柳國民小學附設幼兒園,(02)24922512#18,[207]新北市萬里區野柳里5鄰港東路167號
284,萬里區,新北市萬里區大鵬國民小學附設幼兒園,(02)24988131#37,[207]新北市萬里區大鵬里7鄰加投路14號
285,萬里區,新北市萬里區大坪國民小學附設幼兒園,(02)24929461#71,[207]新北市萬里區雙興里13鄰大坪路1號
286,烏來區,新北市立烏來國民中小學附設幼兒園,(02)26616482#60,[233]新北市烏來區烏來里3鄰啦卡路5號
287,烏來區,新北市立烏來幼兒園,(02)26616101,[233]新北市烏來區烏來里13鄰環山路82巷98號
288,烏來區,新北市烏來區福山國民小學附設幼兒園,(02)26616124#500,[233]新北市烏來區福山里2鄰李茂岸56號
